coding	meaning
2365	SCN3A;Sodium channel protein type 3 subunit alpha
2366	SCN3B;Sodium channel subunit beta-3
2367	SCN4B;Sodium channel subunit beta-4
2368	SCP2;Non-specific lipid-transfer protein
2369	SCPEP1;Retinoid-inducible serine carboxypeptidase
2370	SCRG1;Scrapie-responsive protein 1
2371	SCRIB;Protein scribble homolog
2372	SCRN1;Secernin-1
2373	SCT;Secretin
2374	SDC1;Syndecan-1
2375	SDC4;Syndecan-4
2376	SDCCAG8;Serologically defined colon cancer antigen 8
2377	SDHB;Succinate dehydrogenase
2378	SDK2;Protein sidekick-2
2379	SEC31A;Protein transport protein Sec31A
2380	SEL1L;Protein sel-1 homolog 1
2381	SELE;E-selectin
2382	SELENOP;Selenoprotein P
2383	SELL;L-selectin
2384	SELP;P-selectin
2385	SELPLG;P-selectin glycoprotein ligand 1
2386	SEMA3F;Semaphorin-3F
2387	SEMA3G;Semaphorin-3G
2388	SEMA4C;Semaphorin-4C
2389	SEMA4D;Semaphorin-4D
2390	SEMA6C;Semaphorin-6C
2391	SEMA7A;Semaphorin-7A
2392	SEPTIN3;Neuronal-specific septin-3
2393	SEPTIN7;Septin-7
2394	SEPTIN8;Septin-8
2395	SEPTIN9;Septin-9
2396	SERPINA1;Alpha-1-antitrypsin
2397	SERPINA11;Serpin A11
2398	SERPINA12;Serpin A12
2399	SERPINA3;Alpha-1-antichymotrypsin
2400	SERPINA4;Kallistatin
2401	SERPINA5;Plasma serine protease inhibitor
2402	SERPINA6;Corticosteroid-binding globulin
2403	SERPINA7;Thyroxine-binding globulin
2404	SERPINA9;Serpin A9
2405	SERPINB1;Leukocyte elastase inhibitor
2406	SERPINB5;Serpin B5
2407	SERPINB6;Serpin B6
2408	SERPINB8;Serpin B8
2409	SERPINB9;Serpin B9
2410	SERPINC1;Antithrombin-III
2411	SERPIND1;Heparin cofactor 2
2412	SERPINE1;Plasminogen activator inhibitor 1
2413	SERPINE2;Glia-derived nexin
2414	SERPINF1;Pigment epithelium-derived factor
2415	SERPINF2;Alpha-2-antiplasmin
2416	SERPING1;Plasma protease C1 inhibitor
2417	SERPINH1;Serpin H1
2418	SERPINI1;Neuroserpin
2419	SERPINI2;Serpin I2
2420	SESTD1;SEC14 domain and spectrin repeat-containing protein 1
2421	SETMAR;Histone-lysine N-methyltransferase SETMAR
2422	SEZ6;Seizure protein 6 homolog
2423	SEZ6L;Seizure 6-like protein
2424	SEZ6L2;Seizure 6-like protein 2
2425	SF3B4;Splicing factor 3B subunit 4
2426	SFRP1;Secreted frizzled-related protein 1
2427	SFRP4;Secreted frizzled-related protein 4
2428	SFTPA1;Pulmonary surfactant-associated protein A1
2429	SFTPA2;Pulmonary surfactant-associated protein A2
2430	SFTPD;Pulmonary surfactant-associated protein D
2431	SGSH;N-sulphoglucosamine sulphohydrolase
2432	SH2B3;SH2B adapter protein 3
2433	SH2D1A;SH2 domain-containing protein 1A
2434	SH3BGRL2;SH3 domain-binding glutamic acid-rich-like protein 2
2435	SH3BP1;SH3 domain-binding protein 1
2436	SH3GL3;Endophilin-A3
2437	SH3GLB2;Endophilin-B2
2438	SHBG;Sex hormone-binding globulin
2439	SHC1;SHC-transforming protein 1
2440	SHD;SH2 domain-containing adapter protein D
2441	SHH;Sonic hedgehog protein
2442	SHISA5;Protein shisa-5
2443	SHMT1;Serine hydroxymethyltransferase, cytosolic
2444	SHPK;Sedoheptulokinase
2445	SIAE;Sialate O-acetylesterase
2446	SIGLEC1;Sialoadhesin
2447	SIGLEC10;Sialic acid-binding Ig-like lectin 10
2448	SIGLEC15;Sialic acid-binding Ig-like lectin 15
2449	SIGLEC5;Sialic acid-binding Ig-like lectin 5
2450	SIGLEC6;Sialic acid-binding Ig-like lectin 6
2451	SIGLEC7;Sialic acid-binding Ig-like lectin 7
2452	SIGLEC8;Sialic acid-binding Ig-like lectin 8
2453	SIGLEC9;Sialic acid-binding Ig-like lectin 9
2454	SIL1;Nucleotide exchange factor SIL1
2455	SIRPA;Tyrosine-protein phosphatase non-receptor type substrate 1
2456	SIRPB1;Signal-regulatory protein beta-1
2457	SIRT1;NAD-dependent protein deacetylase sirtuin-1
2458	SIRT2;NAD-dependent protein deacetylase sirtuin-2
2459	SIRT5;NAD-dependent protein deacylase sirtuin-5, mitochondrial
2460	SIT1;Signaling threshold-regulating transmembrane adapter 1
2461	SKAP1;Src kinase-associated phosphoprotein 1
2462	SKAP2;Src kinase-associated phosphoprotein 2
2463	SKIV2L;Helicase SKI2W
2464	SLA2;Src-like-adapter 2
2465	SLAMF1;Signaling lymphocytic activation molecule
2466	SLAMF6;SLAM family member 6
2467	SLAMF7;SLAM family member 7
2468	SLAMF8;SLAM family member 8
2469	SLC12A2;Solute carrier family 12 member 2
2470	SLC13A1;Solute carrier family 13 member 1
2471	SLC16A1;Monocarboxylate transporter 1
2472	SLC1A4;Neutral amino acid transporter A
2473	SLC27A4;Long-chain fatty acid transport protein 4
2474	SLC28A1;Sodium/nucleoside cotransporter 1
2475	SLC34A3;Sodium-dependent phosphate transport protein 2C
2476	SLC39A14;Zinc transporter ZIP14
2477	SLC39A5;Zinc transporter ZIP5
2478	SLC44A4;Choline transporter-like protein 4
2479	SLC4A1;Band 3 anion transport protein
2480	SLC51B;Organic solute transporter subunit beta
2481	SLC9A3R1;Na(+)/H(+) exchange regulatory cofactor NHE-RF1
2482	SLC9A3R2;Na(+)/H(+) exchange regulatory cofactor NHE-RF2
2483	SLIRP;SRA stem-loop-interacting RNA-binding protein, mitochondrial
2484	SLIT2;Slit homolog 2 protein
2485	SLITRK1;SLIT and NTRK-like protein 1
2486	SLITRK2;SLIT and NTRK-like protein 2
2487	SLITRK6;SLIT and NTRK-like protein 6
2488	SLK;STE20-like serine/threonine-protein kinase
2489	SLMAP;Sarcolemmal membrane-associated protein
2490	SLURP1;Secreted Ly-6/uPAR-related protein 1
2491	SMAD1;Mothers against decapentaplegic homolog 1
2492	SMAD2;Mothers against decapentaplegic homolog 2
2493	SMAD3;Mothers against decapentaplegic homolog 3
2494	SMAD5;Mothers against decapentaplegic homolog 5
2495	SMARCA2;Probable global transcription activator SNF2L2
2496	SMC3;Structural maintenance of chromosomes protein 3
2497	SMNDC1;Survival of motor neuron-related-splicing factor 30
2498	SMOC1;SPARC-related modular calcium-binding protein 1
2499	SMOC2;SPARC-related modular calcium-binding protein 2
2500	SMPD1;Sphingomyelin phosphodiesterase
2501	SMPD3;Sphingomyelin phosphodiesterase 3
2502	SMPDL3A;Acid sphingomyelinase-like phosphodiesterase 3a
2503	SMPDL3B;Acid sphingomyelinase-like phosphodiesterase 3b
2504	SMS;Spermine synthase
2505	SMTN;Smoothelin
2506	SNAP23;Synaptosomal-associated protein 23
2507	SNAP25;Synaptosomal-associated protein 25
2508	SNAP29;Synaptosomal-associated protein 29
2509	SNAPIN;SNARE-associated protein Snapin
2510	SNCA;Alpha-synuclein
2511	SNCG;Gamma-synuclein
2512	SNED1;Sushi, nidogen and EGF-like domain-containing protein 1
2513	SNRPB2;U2 small nuclear ribonucleoprotein B''
2514	SNU13;NHP2-like protein 1
2515	SNX15;Sorting nexin-15
2516	SNX18;Sorting nexin-18
2517	SNX2;Sorting nexin-2
2518	SNX5;Sorting nexin-5
2519	SNX9;Sorting nexin-9
2520	SOD1;Superoxide dismutase [Cu-Zn]
2521	SOD2;Superoxide dismutase [Mn], mitochondrial
2522	SOD3;Extracellular superoxide dismutase
2523	SORBS1;Sorbin and SH3 domain-containing protein 1
2524	SORCS2;VPS10 domain-containing receptor SorCS2
2525	SORD;Sorbitol dehydrogenase
2526	SORT1;Sortilin
2527	SOST;Sclerostin
2528	SOWAHA;Ankyrin repeat domain-containing protein SOWAHA
2529	SOX2;Transcription factor SOX-2
2530	SOX9;Transcription factor SOX-9
2531	SPACA5_SPACA5B;Sperm acrosome-associated protein 5
2532	SPAG1;Sperm-associated antigen 1
2533	SPARC;SPARC
2534	SPARCL1;SPARC-like protein 1
2535	SPART;Spartin
2536	SPESP1;Sperm equatorial segment protein 1
2537	SPINK1;Serine protease inhibitor Kazal-type 1
2538	SPINK2;Serine protease inhibitor Kazal-type 2
2539	SPINK4;Serine protease inhibitor Kazal-type 4
2540	SPINK5;Serine protease inhibitor Kazal-type 5
2541	SPINK6;Serine protease inhibitor Kazal-type 6
2542	SPINK8;Serine protease inhibitor Kazal-type 8
2543	SPINT1;Kunitz-type protease inhibitor 1
2544	SPINT2;Kunitz-type protease inhibitor 2
2545	SPINT3;Kunitz-type protease inhibitor 3
2546	SPOCK1;Testican-1
2547	SPON1;Spondin-1
2548	SPON2;Spondin-2
2549	SPP1;Osteopontin
2550	SPRED2;Sprouty-related, EVH1 domain-containing protein 2
2551	SPRING1;SREBP regulating gene protein
2552	SPRR1B;Cornifin-B
2553	SPRR3;Small proline-rich protein 3
2554	SPRY2;Protein sprouty homolog 2
2555	SPTBN2;Spectrin beta chain, non-erythrocytic 2
2556	SPTLC1;Serine palmitoyltransferase 1
2557	SRC;Proto-oncogene tyrosine-protein kinase Src
2558	SRP14;Signal recognition particle 14 kDa protein
2559	SRPK2;SRSF protein kinase 2
2560	SRPX;Sushi repeat-containing protein SRPX
2561	SSB;Lupus La protein
2562	SSBP1;Single-stranded DNA-binding protein, mitochondrial
2563	SSC4D;Scavenger receptor cysteine-rich domain-containing group B protein
2564	SSC5D;Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D
2565	SSH3;Protein phosphatase Slingshot homolog 3
2566	SSNA1;Sjoegren syndrome nuclear autoantigen 1
2567	ST13;Hsc70-interacting protein
2568	ST3GAL1;CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1
2569	ST6GAL1;Beta-galactoside alpha-2,6-sialyltransferase 1
2570	ST8SIA1;Alpha-N-acetylneuraminide alpha-2,8-sialyltransferase
2571	STAB2;Stabilin-2
2572	STAM;Signal transducing adapter molecule 1
2573	STAMBP;STAM-binding protein
2574	STAT2;Signal transducer and activator of transcription 2
2575	STAT5B;Signal transducer and activator of transcription 5B
2576	STAU1;Double-stranded RNA-binding protein Staufen homolog 1
2577	STC1;Stanniocalcin-1
2578	STC2;Stanniocalcin-2
2579	STEAP4;Metalloreductase STEAP4
2580	STIP1;Stress-induced-phosphoprotein 1
2581	STK11;Serine/threonine-protein kinase STK11
2582	STK24;Serine/threonine-protein kinase 24
2583	STK4;Serine/threonine-protein kinase 4
2584	STOML2;Stomatin-like protein 2, mitochondrial
2585	STX16;Syntaxin-16
2586	STX1B;Syntaxin-1B
2587	STX3;Syntaxin-3
2588	STX4;Syntaxin-4
2589	STX5;Syntaxin-5
2590	STX6;Syntaxin-6
2591	STX7;Syntaxin-7
2592	STX8;Syntaxin-8
2593	STXBP1;Syntaxin-binding protein 1
2594	STXBP3;Syntaxin-binding protein 3
2595	SUGP1;SURP and G-patch domain-containing protein 1
2596	SUGT1;Protein SGT1 homolog
2597	SULT1A1;Sulfotransferase 1A1
2598	SULT2A1;Bile salt sulfotransferase
2599	SUMF1;Formylglycine-generating enzyme
2600	SUMF2;Inactive C-alpha-formylglycine-generating enzyme 2
2601	SUOX;Sulfite oxidase, mitochondrial
2602	SUSD1;Sushi domain-containing protein 1
2603	SUSD2;Sushi domain-containing protein 2
2604	SUSD4;Sushi domain-containing protein 4
2605	SUSD5;Sushi domain-containing protein 5
2606	SV2A;Synaptic vesicle glycoprotein 2A
2607	SWAP70;Switch-associated protein 70
2608	SYAP1;Synapse-associated protein 1
2609	SYNGAP1;Ras/Rap GTPase-activating protein SynGAP
2610	SYT1;Synaptotagmin-1
2611	SYTL4;Synaptotagmin-like protein 4
2612	TAB2;TGF-beta-activated kinase 1 and MAP3K7-binding protein 2
2613	TACC3;Transforming acidic coiled-coil-containing protein 3
2614	TACSTD2;Tumor-associated calcium signal transducer 2
2615	TADA3;Transcriptional adapter 3
2616	TAFA5;Chemokine-like protein TAFA-5
2617	TAGLN3;Transgelin-3
2618	TALDO1;Transaldolase
2619	TANK;TRAF family member-associated NF-kappa-B activator
2620	TAP1;Antigen peptide transporter 1
2621	TARBP2;RISC-loading complex subunit TARBP2
2622	TARM1;T-cell-interacting, activating receptor on myeloid cells protein 1
2623	TARS1;Threonine--tRNA ligase 1, cytoplasmic
2624	TAX1BP1;Tax1-binding protein 1
2625	TBC1D17;TBC1 domain family member 17
2626	TBC1D23;TBC1 domain family member 23
2627	TBC1D5;TBC1 domain family member 5
2628	TBCA;Tubulin-specific chaperone A
2629	TBCB;Tubulin-folding cofactor B
2630	TBCC;Tubulin-specific chaperone C
2631	TBL1X;F-box-like/WD repeat-containing protein TBL1X
2632	TBR1;T-box brain protein 1
2633	TCL1A;T-cell leukemia/lymphoma protein 1A
2634	TCL1B;T-cell leukemia/lymphoma protein 1B
2635	TCN1;Transcobalamin-1
2636	TCN2;Transcobalamin-2
2637	TCOF1;Treacle protein
2638	TCP11;T-complex protein 11 homolog
2639	TCTN3;Tectonic-3
2640	TDGF1;Teratocarcinoma-derived growth factor 1
2641	TDO2;Tryptophan 2,3-dioxygenase
2642	TDP1;Tyrosyl-DNA phosphodiesterase 1
2643	TDRKH;Tudor and KH domain-containing protein
2644	TEF;Thyrotroph embryonic factor
2645	TEK;Angiopoietin-1 receptor
2646	TERF1;Telomeric repeat-binding factor 1
2647	TET2;Methylcytosine dioxygenase TET2
2648	TEX101;Testis-expressed protein 101
2649	TEX33;Testis-expressed protein 33
2650	TF;Serotransferrin
2651	TFAP2A;Transcription factor AP-2-alpha
2652	TFF1;Trefoil factor 1
2653	TFF2;Trefoil factor 2
2654	TFF3;Trefoil factor 3
2655	TFPI;Tissue factor pathway inhibitor
2656	TFPI2;Tissue factor pathway inhibitor 2
2657	TFRC;Transferrin receptor protein 1
2658	TG;Thyroglobulin
2659	TGFA;Protransforming growth factor alpha
2660	TGFB1;Transforming growth factor beta-1 proprotein
2661	TGFB2;Transforming growth factor beta-2 proprotein
2662	TGFBI;Transforming growth factor-beta-induced protein ig-h3
2663	TGFBR1;TGF-beta receptor type-1
2664	TGFBR2;TGF-beta receptor type-2
2665	TGFBR3;Transforming growth factor beta receptor type 3
2666	TGM2;Protein-glutamine gamma-glutamyltransferase 2
2667	TGOLN2;Trans-Golgi network integral membrane protein 2
2668	THAP12;52 kDa repressor of the inhibitor of the protein kinase
2669	THBD;Thrombomodulin
2670	THBS2;Thrombospondin-2
2671	THBS4;Thrombospondin-4
2672	THOP1;Thimet oligopeptidase
2673	THPO;Thrombopoietin
2674	THRAP3;Thyroid hormone receptor-associated protein 3
2675	THSD1;Thrombospondin type-1 domain-containing protein 1
2676	THTPA;Thiamine-triphosphatase
2677	THY1;Thy-1 membrane glycoprotein
2678	TIA1;Nucleolysin TIA-1 isoform p40
2679	TIE1;Tyrosine-protein kinase receptor Tie-1
2680	TIGAR;Fructose-2,6-bisphosphatase TIGAR
2681	TIGIT;T-cell immunoreceptor with Ig and ITIM domains
2682	TIMD4;T-cell immunoglobulin and mucin domain-containing protein 4
2683	TIMM10;Mitochondrial import inner membrane translocase subunit Tim10
2684	TIMM8A;Mitochondrial import inner membrane translocase subunit Tim8 A
2685	TIMP1;Metalloproteinase inhibitor 1
2686	TIMP2;Metalloproteinase inhibitor 2
2687	TIMP3;Metalloproteinase inhibitor 3
2688	TIMP4;Metalloproteinase inhibitor 4
2689	TINAGL1;Tubulointerstitial nephritis antigen-like
2690	TJAP1;Tight junction-associated protein 1
2691	TJP3;Tight junction protein ZO-3
2692	TK1;Thymidine kinase, cytosolic
2693	TLR1;Toll-like receptor 1
2694	TLR2;Toll-like receptor 2
2695	TLR3;Toll-like receptor 3
2696	TLR4;Toll-like receptor 4
2697	TMCO5A;Transmembrane and coiled-coil domain-containing protein 5A
2698	TMED1;Transmembrane emp24 domain-containing protein 1
2699	TMED10;Transmembrane emp24 domain-containing protein 10
2700	TMED4;Transmembrane emp24 domain-containing protein 4
2701	TMED8;Protein TMED8
2702	TMEM106A;Transmembrane protein 106A
2703	TMEM132A;Transmembrane protein 132A
2704	TMEM25;Transmembrane protein 25
2705	TMOD4;Tropomodulin-4
2706	TMPRSS11B;Transmembrane protease serine 11B
2707	TMPRSS11D;Transmembrane protease serine 11D
2708	TMPRSS15;Enteropeptidase
2709	TMPRSS5;Transmembrane protease serine 5
2710	TMSB10;Thymosin beta-10
2711	TNC;Tenascin
2712	TNF;Tumor necrosis factor
2713	TNFAIP2;Tumor necrosis factor alpha-induced protein 2
2714	TNFAIP8;Tumor necrosis factor alpha-induced protein 8
2715	TNFAIP8L2;Tumor necrosis factor alpha-induced protein 8-like protein 2
2716	TNFRSF10A;Tumor necrosis factor receptor superfamily member 10A
2717	TNFRSF10B;Tumor necrosis factor receptor superfamily member 10B
2718	TNFRSF10C;Tumor necrosis factor receptor superfamily member 10C
2719	TNFRSF11A;Tumor necrosis factor receptor superfamily member 11A
2720	TNFRSF11B;Tumor necrosis factor receptor superfamily member 11B
2721	TNFRSF12A;Tumor necrosis factor receptor superfamily member 12A
2722	TNFRSF13B;Tumor necrosis factor receptor superfamily member 13B
2723	TNFRSF13C;Tumor necrosis factor receptor superfamily member 13C
2724	TNFRSF14;Tumor necrosis factor receptor superfamily member 14
2725	TNFRSF17;Tumor necrosis factor receptor superfamily member 17
2726	TNFRSF19;Tumor necrosis factor receptor superfamily member 19
2727	TNFRSF1A;Tumor necrosis factor receptor superfamily member 1A
2728	TNFRSF1B;Tumor necrosis factor receptor superfamily member 1B
2729	TNFRSF21;Tumor necrosis factor receptor superfamily member 21
2730	TNFRSF4;Tumor necrosis factor receptor superfamily member 4
2731	TNFRSF6B;Tumor necrosis factor receptor superfamily member 6B
2732	TNFRSF8;Tumor necrosis factor receptor superfamily member 8
2733	TNFRSF9;Tumor necrosis factor receptor superfamily member 9
2734	TNFSF10;Tumor necrosis factor ligand superfamily member 10
2735	TNFSF11;Tumor necrosis factor ligand superfamily member 11
2736	TNFSF12;Tumor necrosis factor ligand superfamily member 12
2737	TNFSF13;Tumor necrosis factor ligand superfamily member 13
2738	TNFSF13B;Tumor necrosis factor ligand superfamily member 13B
2739	TNFSF14;Tumor necrosis factor ligand superfamily member 14
2740	TNFSF8;Tumor necrosis factor ligand superfamily member 8
2741	TNIP1;TNFAIP3-interacting protein 1
2742	TNN;Tenascin-N
2743	TNNI3;Troponin I, cardiac muscle
2744	TNPO1;Transportin-1
2745	TNR;Tenascin-R
2746	TNXB;Tenascin-X
2747	TOMM20;Mitochondrial import receptor subunit TOM20 homolog
2748	TOP1;DNA topoisomerase 1
2749	TOP1MT;DNA topoisomerase I, mitochondrial
2750	TOP2B;DNA topoisomerase 2-beta
2751	TOR1AIP1;Torsin-1A-interacting protein 1
2752	TP53;Cellular tumor antigen p53
2753	TP53BP1;TP53-binding protein 1
2754	TP53I3;Quinone oxidoreductase PIG3
2755	TP53INP1;Tumor protein p53-inducible nuclear protein 1
2756	TP73;Tumor protein p73
2757	TPBGL;Trophoblast glycoprotein-like
2758	TPD52L2;Tumor protein D54
2759	TPK1;Thiamin pyrophosphokinase 1
2760	TPM3;Tropomyosin alpha-3 chain
2761	TPMT;Thiopurine S-methyltransferase
2762	TPP1;Tripeptidyl-peptidase 1
2763	TPPP2;Tubulin polymerization-promoting protein family member 2
2764	TPPP3;Tubulin polymerization-promoting protein family member 3
2765	TPR;Nucleoprotein TPR
2766	TPRKB;EKC/KEOPS complex subunit TPRKB
2767	TPSAB1;Tryptase alpha/beta-1
2768	TPSD1;Tryptase delta
2769	TPSG1;Tryptase gamma
2770	TPT1;Translationally-controlled tumor protein
2771	TRAF2;TNF receptor-associated factor 2
2772	TRAF3;TNF receptor-associated factor 3, Isoform 2
2773	TRAF3IP2;E3 ubiquitin ligase TRAF3IP2
2774	TRDMT1;tRNA (cytosine(38)-C(5))-methyltransferase
2775	TREH;Trehalase
2776	TREM2;Triggering receptor expressed on myeloid cells 2
2777	TREML1;Trem-like transcript 1 protein
2778	TREML2;Trem-like transcript 2 protein
2779	TRIAP1;TP53-regulated inhibitor of apoptosis 1
2780	TRIM21;E3 ubiquitin-protein ligase TRIM21
2781	TRIM24;Transcription intermediary factor 1-alpha
2782	TRIM25;E3 ubiquitin/ISG15 ligase TRIM25
2783	TRIM26;Tripartite motif-containing protein 26
2784	TRIM40;E3 ubiquitin ligase TRIM40
2785	TRIM5;Tripartite motif-containing protein 5
2786	TRIM58;E3 ubiquitin-protein ligase TRIM58
2787	TRPV3;Transient receptor potential cation channel subfamily V member 3
2788	TSC1;Hamartin
2789	TSC22D1;TSC22 domain family protein 1
2790	TSHB;Thyrotropin subunit beta
2791	TSLP;Thymic stromal lymphopoietin
2792	TSNAX;Translin-associated protein X
2793	TSPAN1;Tetraspanin-1
2794	TSPAN15;Tetraspanin-15
2795	TSPAN7;Tetraspanin-7
2796	TSPAN8;Tetraspanin-8
2797	TSPYL1;Testis-specific Y-encoded-like protein 1
2798	TST;Thiosulfate sulfurtransferase
2799	TTF2;Transcription termination factor 2
2800	TTN;Titin
2801	TTR;Transthyretin
2802	TUBB3;Tubulin beta-3 chain
2803	TWF2;Twinfilin-2
2804	TXK;Tyrosine-protein kinase TXK
2805	TXLNA;Alpha-taxilin
2806	TXN;Thioredoxin
2807	TXNDC15;Thioredoxin domain-containing protein 15
2808	TXNDC5;Thioredoxin domain-containing protein 5
2809	TXNDC9;Thioredoxin domain-containing protein 9
2810	TXNL1;Thioredoxin-like protein 1
2811	TXNRD1;Thioredoxin reductase 1, cytoplasmic
2812	TYMP;Thymidine phosphorylase
2813	TYRO3;Tyrosine-protein kinase receptor TYRO3
2814	TYRP1;5,6-dihydroxyindole-2-carboxylic acid oxidase
2815	UBAC1;Ubiquitin-associated domain-containing protein 1
2816	UBE2B;Ubiquitin-conjugating enzyme E2 B
2817	UBE2L6;Ubiquitin/ISG15-conjugating enzyme E2 L6
2818	UBE2Z;Ubiquitin-conjugating enzyme E2 Z
2819	UBQLN3;Ubiquilin-3
2820	UBXN1;UBX domain-containing protein 1
2821	UFD1;Ubiquitin recognition factor in ER-associated degradation protein 1
2822	UGDH;UDP-glucose 6-dehydrogenase
2823	UHRF2;E3 ubiquitin-protein ligase UHRF2
2824	ULBP2;UL16-binding protein 2
2825	UMOD;Uromodulin
2826	UNC5D;Netrin receptor UNC5D
2827	UNC79;Protein unc-79 homolog
2828	UNG;Uracil-DNA glycosylase
2829	UPB1;Beta-ureidopropionase
2830	UPK3A;Uroplakin-3a
2831	UPK3BL1;Uroplakin-3b-like protein 1
2832	UROD;Uroporphyrinogen decarboxylase
2833	UROS;Uroporphyrinogen-III synthase
2834	USO1;General vesicular transport factor p115
2835	USP25;Ubiquitin carboxyl-terminal hydrolase 25
2836	USP28;Ubiquitin carboxyl-terminal hydrolase 28
2837	USP47;Ubiquitin carboxyl-terminal hydrolase 47
2838	USP8;Ubiquitin carboxyl-terminal hydrolase 8
2839	UXS1;UDP-glucuronic acid decarboxylase 1
2840	VAMP5;Vesicle-associated membrane protein 5
2841	VAMP8;Vesicle-associated membrane protein 8
2842	VASH1;Tubulinyl-Tyr carboxypeptidase 1
2843	VASN;Vasorin
2844	VASP;Vasodilator-stimulated phosphoprotein
2845	VAT1;Synaptic vesicle membrane protein VAT-1 homolog
2846	VAV3;Guanine nucleotide exchange factor VAV3
2847	VCAM1;Vascular cell adhesion protein 1
2848	VCAN;Versican core protein
2849	VCPKMT;Protein-lysine methyltransferase METTL21D
2850	VEGFA;Vascular endothelial growth factor A
2851	VEGFB;Vascular endothelial growth factor B
2852	VEGFC;Vascular endothelial growth factor C
2853	VEGFD;Vascular endothelial growth factor D
2854	VGF;Neurosecretory protein VGF
2855	VIM;Vimentin
2856	VIPR1;Vasoactive intestinal polypeptide receptor 1
2857	VIT;Vitrin
2858	VMO1;Vitelline membrane outer layer protein 1 homolog
2859	VNN1;Pantetheinase
2860	VNN2;Vascular non-inflammatory molecule 2
2861	VPS28;Vacuolar protein sorting-associated protein 28 homolog
2862	VPS37A;Vacuolar protein sorting-associated protein 37A
2863	VPS4B;Vacuolar protein sorting-associated protein 4B
2864	VPS53;Vacuolar protein sorting-associated protein 53 homolog
2865	VSIG10;V-set and immunoglobulin domain-containing protein 10
2866	VSIG10L;V-set and immunoglobulin domain-containing protein 10-like
2867	VSIG2;V-set and immunoglobulin domain-containing protein 2
2868	VSIG4;V-set and immunoglobulin domain-containing protein 4
2869	VSIR;V-type immunoglobulin domain-containing suppressor of T-cell activation
2870	VSNL1;Visinin-like protein 1
2871	VSTM1;V-set and transmembrane domain-containing protein 1
2872	VSTM2B;V-set and transmembrane domain-containing protein 2B
2873	VSTM2L;V-set and transmembrane domain-containing protein 2-like protein
2874	VTA1;Vacuolar protein sorting-associated protein VTA1 homolog
2875	VTCN1;V-set domain-containing T-cell activation inhibitor 1
2876	VTI1A;Vesicle transport through interaction with t-SNAREs homolog 1A
2877	VWA1;von Willebrand factor A domain-containing protein 1
2878	VWA5A;von Willebrand factor A domain-containing protein 5A
2879	VWC2;Brorin
2880	VWC2L;von Willebrand factor C domain-containing protein 2-like
2881	VWF;von Willebrand factor
2882	WARS;Tryptophan--tRNA ligase, cytoplasmic
2883	WAS;Wiskott-Aldrich syndrome protein
2884	WASF1;Wiskott-Aldrich syndrome protein family member 1
2885	WASF3;Wiskott-Aldrich syndrome protein family member 3
2886	WASHC3;WASH complex subunit 3
2887	WASL;Neural Wiskott-Aldrich syndrome protein
2888	WDR46;WD repeat-containing protein 46
2889	WFDC1;WAP four-disulfide core domain protein 1
2890	WFDC12;WAP four-disulfide core domain protein 12
2891	WFDC2;WAP four-disulfide core domain protein 2
2892	WFIKKN1;WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 1
2893	WFIKKN2;WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2
2894	WIF1;Wnt inhibitory factor 1
2895	WNT9A;Protein Wnt-9a
2896	WWP2;NEDD4-like E3 ubiquitin-protein ligase WWP2
2897	XCL1;Lymphotactin
2898	XG;Glycoprotein Xg
2899	XIAP;E3 ubiquitin-protein ligase XIAP
2900	XPNPEP2;Xaa-Pro aminopeptidase 2
2901	XRCC4;DNA repair protein XRCC4
2902	YAP1;Transcriptional coactivator YAP1
2903	YARS1;Tyrosine--tRNA ligase, cytoplasmic
2904	YES1;Tyrosine-protein kinase Yes
2905	YJU2;Splicing factor YJU2
2906	YOD1;Ubiquitin thioesterase OTU1
2907	YTHDF3;YTH domain-containing family protein 3
2908	YWHAQ;14-3-3 protein theta
2909	YY1;Transcriptional repressor protein YY1
2910	ZBP1;Z-DNA-binding protein 1
2911	ZBTB16;Zinc finger and BTB domain-containing protein 16
2912	ZBTB17;Zinc finger and BTB domain-containing protein 17
2913	ZCCHC8;Zinc finger CCHC domain-containing protein 8
2914	ZFYVE19;Abscission/NoCut checkpoint regulator
2915	ZHX2;Zinc fingers and homeoboxes protein 2
2916	ZNF174;Zinc finger protein 174
2917	ZNF75D;Zinc finger protein 75D
2918	ZNF830;Zinc finger protein 830
2919	ZNRD2;Protein ZNRD2
2920	ZNRF4;E3 ubiquitin-protein ligase ZNRF4
2921	ZP3;Zona pellucida sperm-binding protein 3
2922	ZP4;Zona pellucida sperm-binding protein 4
2923	ZPR1;Zinc finger protein ZPR1
